,Event ID,Date,Short Name,Name,Date Time,Fight Number,Fight ID,Card Segment,Referee,Result Type,Winner ID,Red Fighter Name,Blue Fighter Name,American Odd that Red Fighter Will Win,American Odd that Blue Fighter Will Win,Location,Country,Winner of the Fight,Title Bout?,Weight Class,Number of Rounds in Fight,Blue Significant Strikes Landed/min,Blue Significant Striking Accuracy,Blue Average Submissions Attempted/15min,Blue Average Takedowns Landed/15min,Blue Takedown Accuracy,Red Significant Strikes Landed/min,Red Significant Striking Accuracy,Red Average Submissions Attempted/15min,Red Average Takedowns Landed/15min,Red Takedown Accuracy
2223,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,12,1524,Prelims,Rich Mitchell,Scrambled,140000324.0,Brett Johns,Montel Jackson,170,-215,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Bantamweight,3,4.16,0.55,0.2,4.84,0.79,3.3,0.48,1.0,4.29,0.52
2224,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,1,1482,Main Card,Marc Goddard,Scrambled,140000215.0,Malcolm Gordon,Amir Albazi,135,-167,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,2,1533,Main Card,Herb Dean,Scrambled,140000245.0,Malcolm Gordon,Amir Albazi,135,-167,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,3,1532,Main Card,Rich Mitchell,Scrambled,140000269.0,Malcolm Gordon,Amir Albazi,135,-167,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,4,1531,Main Card,Daniel Movahedi,Scrambled,140000012.0,Malcolm Gordon,Amir Albazi,135,-167,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,5,1530,Main Card,Marc Goddard,Scrambled,140000614.0,Malcolm Gordon,Amir Albazi,135,-167,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,6,1481,Prelims,Herb Dean,Scrambled,140000923.0,Malcolm Gordon,Amir Albazi,135,-167,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,7,1529,Prelims,Daniel Movahedi,Scrambled,140000156.0,Malcolm Gordon,Amir Albazi,135,-167,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,8,1528,Prelims,Marc Goddard,Scrambled,140000100.0,Malcolm Gordon,Amir Albazi,135,-167,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,9,1527,Prelims,Daniel Movahedi,Scrambled,140000735.0,Malcolm Gordon,Amir Albazi,135,-167,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,10,1526,Prelims,Herb Dean,Scrambled,140000946.0,Malcolm Gordon,Amir Albazi,135,-167,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2234,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,11,1525,Prelims,Daniel Movahedi,Scrambled,140000286.0,Malcolm Gordon,Amir Albazi,135,-167,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,12,1524,Prelims,Rich Mitchell,Scrambled,140000324.0,Malcolm Gordon,Amir Albazi,135,-167,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,1,1482,Main Card,Marc Goddard,Scrambled,140000215.0,Davi Ramos,Arman Tsarukyan,160,-200,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,2.0,0.4,0.0,1.5,0.13,2.74,0.39,0.7,2.42,0.5
2237,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,2,1533,Main Card,Herb Dean,Scrambled,140000245.0,Davi Ramos,Arman Tsarukyan,160,-200,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,2.0,0.4,0.0,1.5,0.13,2.74,0.39,0.7,2.42,0.5
2238,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,3,1532,Main Card,Rich Mitchell,Scrambled,140000269.0,Davi Ramos,Arman Tsarukyan,160,-200,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,2.0,0.4,0.0,1.5,0.13,2.74,0.39,0.7,2.42,0.5
2239,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,4,1531,Main Card,Daniel Movahedi,Scrambled,140000012.0,Davi Ramos,Arman Tsarukyan,160,-200,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,2.0,0.4,0.0,1.5,0.13,2.74,0.39,0.7,2.42,0.5
2240,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,5,1530,Main Card,Marc Goddard,Scrambled,140000614.0,Davi Ramos,Arman Tsarukyan,160,-200,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,2.0,0.4,0.0,1.5,0.13,2.74,0.39,0.7,2.42,0.5
2241,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,6,1481,Prelims,Herb Dean,Scrambled,140000923.0,Davi Ramos,Arman Tsarukyan,160,-200,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,2.0,0.4,0.0,1.5,0.13,2.74,0.39,0.7,2.42,0.5
2242,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,7,1529,Prelims,Daniel Movahedi,Scrambled,140000156.0,Davi Ramos,Arman Tsarukyan,160,-200,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,2.0,0.4,0.0,1.5,0.13,2.74,0.39,0.7,2.42,0.5
2243,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,8,1528,Prelims,Marc Goddard,Scrambled,140000100.0,Davi Ramos,Arman Tsarukyan,160,-200,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,2.0,0.4,0.0,1.5,0.13,2.74,0.39,0.7,2.42,0.5
2244,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,9,1527,Prelims,Daniel Movahedi,Scrambled,140000735.0,Davi Ramos,Arman Tsarukyan,160,-200,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,2.0,0.4,0.0,1.5,0.13,2.74,0.39,0.7,2.42,0.5
2245,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,10,1526,Prelims,Herb Dean,Scrambled,140000946.0,Davi Ramos,Arman Tsarukyan,160,-200,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,2.0,0.4,0.0,1.5,0.13,2.74,0.39,0.7,2.42,0.5
2246,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,11,1525,Prelims,Daniel Movahedi,Scrambled,140000286.0,Davi Ramos,Arman Tsarukyan,160,-200,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,2.0,0.4,0.0,1.5,0.13,2.74,0.39,0.7,2.42,0.5
2247,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,12,1524,Prelims,Rich Mitchell,Scrambled,140000324.0,Davi Ramos,Arman Tsarukyan,160,-200,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,2.0,0.4,0.0,1.5,0.13,2.74,0.39,0.7,2.42,0.5
2248,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,1,1482,Main Card,Marc Goddard,Scrambled,140000215.0,Carlos Felipe,Serghei Spivac,140,-177,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,2.08,0.39,0.6,3.74,0.66,0.0,0.0,0.0,0.0,0.0
2249,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,2,1533,Main Card,Herb Dean,Scrambled,140000245.0,Carlos Felipe,Serghei Spivac,140,-177,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,2.08,0.39,0.6,3.74,0.66,0.0,0.0,0.0,0.0,0.0
2250,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,3,1532,Main Card,Rich Mitchell,Scrambled,140000269.0,Carlos Felipe,Serghei Spivac,140,-177,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,2.08,0.39,0.6,3.74,0.66,0.0,0.0,0.0,0.0,0.0
2251,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,4,1531,Main Card,Daniel Movahedi,Scrambled,140000012.0,Carlos Felipe,Serghei Spivac,140,-177,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,2.08,0.39,0.6,3.74,0.66,0.0,0.0,0.0,0.0,0.0
2252,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,5,1530,Main Card,Marc Goddard,Scrambled,140000614.0,Carlos Felipe,Serghei Spivac,140,-177,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,2.08,0.39,0.6,3.74,0.66,0.0,0.0,0.0,0.0,0.0
2253,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,6,1481,Prelims,Herb Dean,Scrambled,140000923.0,Carlos Felipe,Serghei Spivac,140,-177,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,2.08,0.39,0.6,3.74,0.66,0.0,0.0,0.0,0.0,0.0
2254,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,7,1529,Prelims,Daniel Movahedi,Scrambled,140000156.0,Carlos Felipe,Serghei Spivac,140,-177,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,2.08,0.39,0.6,3.74,0.66,0.0,0.0,0.0,0.0,0.0
2255,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,8,1528,Prelims,Marc Goddard,Scrambled,140000100.0,Carlos Felipe,Serghei Spivac,140,-177,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,2.08,0.39,0.6,3.74,0.66,0.0,0.0,0.0,0.0,0.0
2256,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,9,1527,Prelims,Daniel Movahedi,Scrambled,140000735.0,Carlos Felipe,Serghei Spivac,140,-177,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,2.08,0.39,0.6,3.74,0.66,0.0,0.0,0.0,0.0,0.0
2257,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,10,1526,Prelims,Herb Dean,Scrambled,140000946.0,Carlos Felipe,Serghei Spivac,140,-177,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,2.08,0.39,0.6,3.74,0.66,0.0,0.0,0.0,0.0,0.0
2258,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,11,1525,Prelims,Daniel Movahedi,Scrambled,140000286.0,Carlos Felipe,Serghei Spivac,140,-177,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,2.08,0.39,0.6,3.74,0.66,0.0,0.0,0.0,0.0,0.0
2259,133,2020-07-18,UFC Fight Night,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18T17:00:00,12,1524,Prelims,Rich Mitchell,Scrambled,140000324.0,Carlos Felipe,Serghei Spivac,140,-177,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,2.08,0.39,0.6,3.74,0.66,0.0,0.0,0.0,0.0,0.0
2260,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,1,1484,Main Card,Herb Dean,Scrambled,140000630.0,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
2261,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,2,1542,Main Card,Marc Goddard,Scrambled,140000819.0,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
2262,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,3,1540,Main Card,Herb Dean,Scrambled,140000720.0,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
2263,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,4,1547,Main Card,Rich Mitchell,Scrambled,140000296.0,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
2264,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,5,1550,Main Card,Marc Goddard,Scrambled,140000238.0,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
2265,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,6,1541,Main Card,Daniel Movahedi,Scrambled,140000306.0,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
2266,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,7,1555,Main Card,Rich Mitchell,Scrambled,140000941.0,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
2267,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,8,1549,Prelims,Herb Dean,Scrambled,140000486.0,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
2268,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,9,1539,Prelims,Marc Goddard,Scrambled,140000944.0,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
2269,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,10,1483,Prelims,Daniel Movahedi,Scrambled,140000892.0,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
2270,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,11,1537,Prelims,Marc Goddard,Scrambled,140000277.0,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
2271,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,12,1538,Prelims,Herb Dean,Scrambled,140000638.0,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
2272,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,13,1536,Prelims,Rich Mitchell,Scrambled,140000438.0,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
2273,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,14,1534,Prelims,Daniel Movahedi,Scrambled,140000738.0,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
2274,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,15,1535,Prelims,Marc Goddard,Scrambled,140000191.0,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
2275,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,1,1484,Main Card,Herb Dean,Scrambled,140000630.0,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
2276,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,2,1542,Main Card,Marc Goddard,Scrambled,140000819.0,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
2277,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,3,1540,Main Card,Herb Dean,Scrambled,140000720.0,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
2278,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,4,1547,Main Card,Rich Mitchell,Scrambled,140000296.0,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
2279,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,5,1550,Main Card,Marc Goddard,Scrambled,140000238.0,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
2280,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,6,1541,Main Card,Daniel Movahedi,Scrambled,140000306.0,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
2281,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,7,1555,Main Card,Rich Mitchell,Scrambled,140000941.0,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
2282,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,8,1549,Prelims,Herb Dean,Scrambled,140000486.0,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
2283,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,9,1539,Prelims,Marc Goddard,Scrambled,140000944.0,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
2284,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,10,1483,Prelims,Daniel Movahedi,Scrambled,140000892.0,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
2285,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,11,1537,Prelims,Marc Goddard,Scrambled,140000277.0,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
2286,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,12,1538,Prelims,Herb Dean,Scrambled,140000638.0,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
2287,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,13,1536,Prelims,Rich Mitchell,Scrambled,140000438.0,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
2288,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,14,1534,Prelims,Daniel Movahedi,Scrambled,140000738.0,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
2289,134,2020-07-25,UFC Fight Night,UFC Fight Night: Whittaker vs. Till,2020-07-25T17:00:00,15,1535,Prelims,Marc Goddard,Scrambled,140000191.0,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
